Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Type,Ngram1_Entity,Ngram2_Entity,Ngram3_Entity,Ngram4_Entity,Dice_Entity,Jaccard_Entity,Jaro_Entity,Monge-Elkan_Entity,SmithWaterman_Entity,AffineGap_Entity,BagDistance_Entity,Cosine_similarity_Entity,PartialRatio_Entity,Soft_TFIDF_Entity,Editex_Entity,GeneralizedJaccard_Entity,JaroWinkler_Entity,Levenshtein_Entity,PartialTokenSort_Entity,Ratio_Entity,Soundex_Entity,TFIDF_Entity,TokenSort_Entity,TverskyIndex_Entity,OverlapCoef_Entity,Needleman-Wunsch_Entity,Wordnet_sim_Entity,Word2vec_sim_Entity,Ngram1_Parent,Ngram2_Parent,Ngram3_Parent,Ngram4_Parent,Dice_Parent,Jaccard_Parent,Jaro_Parent,Monge-Elkan_Parent,SmithWaterman_Parent,AffineGap_Parent,BagDistance_Parent,Cosine_similarity_Parent,PartialRatio_Parent,Soft_TFIDF_Parent,Editex_Parent,GeneralizedJaccard_Parent,JaroWinkler_Parent,Levenshtein_Parent,PartialTokenSort_Parent,Ratio_Parent,Soundex_Parent,TFIDF_Parent,TokenSort_Parent,TverskyIndex_Parent,OverlapCoef_Parent,Needleman-Wunsch_Parent,Wordnet_sim_Parent,Word2vec_sim_Parent,Ngram1_Path,Ngram2_Path,Ngram3_Path,Ngram4_Path,Dice_Path,Jaccard_Path,Jaro_Path,Monge-Elkan_Path,SmithWaterman_Path,AffineGap_Path,BagDistance_Path,Cosine_similarity_Path,PartialRatio_Path,Soft_TFIDF_Path,Editex_Path,GeneralizedJaccard_Path,JaroWinkler_Path,Levenshtein_Path,PartialTokenSort_Path,Ratio_Path,Soundex_Path,TFIDF_Path,TokenSort_Path,TverskyIndex_Path,OverlapCoef_Path,Needleman-Wunsch_Path,Wordnet_sim_Path,Word2vec_sim_Path
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Monograph,Mastersthesis,Book,Entry,Thing/Reference/Book/Monograph,Thing/Entry/Mastersthesis,Class,0.2222222222222222,0.043478260869565216,0.04,0.037037037037037035,0.0,0.0,0.5007122755050659,0.5506410598754883,3.0,0.5,0.3076923076923077,0.0,0.33,0.5007122755050659,0.3076923076923077,0.5007122755050659,0.5506410598754883,0.23076923076923073,0.33,0.27,0,0.0,0.27,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.3076923076923077,0.0,0.375,0.16326530612244897,0.11320754716981132,0.10909090909090909,0.0,0.0,0.6111111044883728,0.7721666693687439,6.0,4.0,0.5,0.0,0.36,0.6202777624130249,0.3833333333333333,0.6202777624130249,0.7666666507720947,0.2666666666666667,0.51,0.33,0,0.0,0.44,0.0,0.0,3.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Monograph,Proceedings,Book,Entry,Thing/Reference/Book/Monograph,Thing/Entry/Proceedings,Class,0.25,0.0,0.0,0.0,0.0,0.0,0.3013468086719513,0.3013468086719513,1.0,-1.0,0.36363636363636365,0.0,0.33,0.0,0.2272727272727273,0.0,0.3013468086719513,0.09090909090909094,0.33,0.3,0,0.0,0.3,0.0,0.0,-1.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.3076923076923077,0.0,0.43243243243243246,0.14583333333333334,0.11764705882352941,0.11320754716981132,0.0,0.0,0.6388285160064697,0.8141006231307983,6.0,5.0,0.5333333333333333,0.0,0.39,0.6901676654815674,0.43333333333333335,0.6901676654815674,0.7832971215248108,0.33333333333333337,0.61,0.42,0,0.0,0.38,0.0,0.0,3.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Monograph,Manual,Book,Entry,Thing/Reference/Book/Monograph,Thing/Entry/Manual,Class,0.25,0.0625,0.05555555555555555,0.05,0.0,0.0,0.6111111044883728,0.6499999761581421,2.0,0.5,0.33333333333333337,0.0,0.33,0.6111111044883728,0.4444444444444444,0.6111111044883728,0.6499999761581421,0.33333333333333337,0.33,0.4,0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.3076923076923077,0.0,0.3333333333333333,0.16279069767441862,0.13043478260869565,0.125,0.0,0.0,0.6333333253860474,0.8003418445587158,6.0,3.0,0.4,0.0,0.44,0.6672364473342896,0.4833333333333333,0.6672364473342896,0.7799999713897705,0.3666666666666667,0.57,0.46,0,0.0,0.42,0.0,0.0,-1.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Monograph,Incollection,Book,Entry,Thing/Reference/Book/Monograph,Thing/Entry/Incollection,Class,0.16666666666666666,0.045454545454545456,0.0,0.0,0.0,0.0,0.29629629850387573,0.29629629850387573,2.0,-1.0,0.25,0.0,0.33,0.0,0.29166666666666663,0.0,0.29629629850387573,0.08333333333333337,0.33,0.19,0,0.0,0.19,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.3076923076923077,0.0,0.35,0.16666666666666666,0.11538461538461539,0.1111111111111111,0.0,0.0,0.6119047403335571,0.7716666460037231,8.0,4.5,0.4666666666666667,0.0,0.5,0.6194444298744202,0.43333333333333335,0.6194444298744202,0.7671428322792053,0.30000000000000004,0.59,0.44,0,0.0,0.33,0.0,0.0,3.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Monograph,Inbook,Book,Entry,Thing/Reference/Book/Monograph,Thing/Entry/Inbook,Class,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,-1.0,0.33333333333333337,0.0,0.33,0.0,0.2222222222222222,0.0,0.5,0.11111111111111116,0.33,0.27,0,0.0,0.27,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.3076923076923077,0.0,0.37142857142857144,0.19047619047619047,0.15555555555555556,0.125,0.0,0.0,0.6672364473342896,0.8266666531562805,8.0,2.5,0.43333333333333335,0.0,0.5,0.7111111283302307,0.43333333333333335,0.7111111283302307,0.8003418445587158,0.33333333333333337,0.44,0.46,0,0.0,0.42,0.0,0.0,-2.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Conference,Thing,Entry,Thing/Address,Thing/Entry/Conference,Class,0.13333333333333333,0.05555555555555555,0.0,0.0,0.0,0.0,0.3285714387893677,0.3285714387893677,2.0,-0.5,0.19999999999999996,0.0,0.29,0.0,0.30000000000000004,0.0,0.3285714387893677,0.19999999999999996,0.29,0.24,0,0.0,0.24,0.0,0.0,-1.0,0.4,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.2962962962962963,0.23333333333333334,0.18181818181818182,0.17142857142857143,0.0,0.0,0.6596736311912537,0.770804226398468,7.0,2.5,0.36363636363636365,0.0,0.54,0.6180070042610168,0.43181818181818177,0.6180070042610168,0.7958042025566101,0.36363636363636365,0.54,0.46,0,0.0,0.46,0.0,0.0,-1.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Entry,Thing,Thing,Thing/Address,Thing/Entry,Class,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.4476190507411957,0.4476190507411957,1.0,-0.5,0.1428571428571429,0.0,0.2,0.0,0.5,0.0,0.4476190507411957,0.1428571428571429,0.25,0.17,0,0.0,0.17,0.0,0.0,-1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.4117647058823529,0.3,0.2727272727272727,0.25,0.0,0.0,0.7249417304992676,0.8435314893722534,7.0,5.5,0.5384615384615384,0.0,0.64,0.7392191290855408,0.7307692307692308,0.7392191290855408,0.8349650502204895,0.5384615384615384,0.7,0.58,0,0.0,0.58,0.0,0.0,5.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Article,Thing,Entry,Thing/Address,Thing/Entry/Article,Class,0.2727272727272727,0.06666666666666667,0.058823529411764705,0.05263157894736842,0.0,0.0,0.6190476417541504,0.6571428775787354,1.0,1.0,0.4285714285714286,0.0,0.43,0.6190476417541504,0.2857142857142857,0.6190476417541504,0.6571428775787354,0.1428571428571429,0.43,0.43,0,0.0,0.43,0.0,0.0,1.0,0.375,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.391304347826087,0.25925925925925924,0.2,0.1875,0.0,0.0,0.6849602460861206,0.8109761476516724,7.0,3.5,0.4736842105263158,0.0,0.54,0.6849602460861206,0.4736842105263158,0.6849602460861206,0.8109761476516724,0.368421052631579,0.54,0.56,0,0.0,0.56,0.0,0.0,1.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Inproceedings,Thing,Entry,Thing/Address,Thing/Entry/Inproceedings,Class,0.25,0.047619047619047616,0.043478260869565216,0.04,0.0,0.0,0.47985348105430603,0.47985348105430603,2.0,-1.0,0.3076923076923077,0.0,0.31,0.0,0.34615384615384615,0.0,0.47985348105430603,0.23076923076923073,0.31,0.2,0,0.0,0.2,0.0,0.0,-3.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.35714285714285715,0.21212121212121213,0.2,0.1891891891891892,0.0,0.0,0.6451281905174255,0.7620769143104553,7.0,2.0,0.4,0.0,0.54,0.6034615635871887,0.43999999999999995,0.6034615635871887,0.7870768904685974,0.36,0.64,0.42,0,0.0,0.42,0.0,0.0,-3.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,TechReport,Thing,Entry,Thing/Address,Thing/Entry/TechReport,Class,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.41428571939468384,0.4365079402923584,1.0,-1.5,0.19999999999999996,0.0,0.17,0.0,0.25,0.0,0.41428571939468384,0.09999999999999998,0.29,0.12,0,0.0,0.24,0.0,0.0,-2.0,0.13333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.2962962962962963,0.1935483870967742,0.18181818181818182,0.17142857142857143,0.0,0.0,0.6596736311912537,0.7980769276618958,7.0,2.5,0.36363636363636365,0.0,0.54,0.4691381723550048,0.4545454545454546,0.33173078298568726,0.7958042025566101,0.36363636363636365,0.62,0.46,0,0.0,0.46,0.0,0.0,-1.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Book,Thing,Entry,Thing/Address,Thing/Entry/Book,Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-3.0,0.3076923076923077,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.3181818181818182,0.24,0.2222222222222222,0.20689655172413793,0.0,0.0,0.6586538553237915,0.7980769276618958,7.0,5.0,0.4375,0.0,0.54,0.6634615659713745,0.59375,0.6634615659713745,0.795192301273346,0.4375,0.58,0.48,0,0.0,0.48,0.0,0.0,4.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Phdthesis,Thing,Entry,Thing/Address,Thing/Entry/Phdthesis,Class,0.3333333333333333,0.125,0.05263157894736842,0.047619047619047616,0.0,0.0,0.6719576716423035,0.6719576716423035,3.0,2.0,0.4444444444444444,0.0,0.57,0.6719576716423035,0.5,0.6719576716423035,0.6719576716423035,0.4444444444444444,0.57,0.5,0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.4782608695652174,0.2857142857142857,0.22580645161290322,0.21212121212121213,0.0,0.0,0.7596847414970398,0.855810821056366,7.0,5.0,0.5238095238095238,0.0,0.54,0.7596847414970398,0.5714285714285714,0.7596847414970398,0.855810821056366,0.47619047619047616,0.77,0.59,0,0.0,0.59,0.0,0.0,2.0,0.0,0.0
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Address,Misc,Thing,Entry,Thing/Address,Thing/Entry/Misc,Class,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.1428571428571429,0.0,0.25,0.0,0.4285714285714286,0.0,0.0,0.1428571428571429,0.25,0.18,0,0.0,0.18,0.0,0.0,-2.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999996,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0,0.0,0.2,0.0,0.0,0.0,0.35294117647058826,0.0,0.38095238095238093,0.24,0.2222222222222222,0.20689655172413793,0.0,0.0,0.7051281929016113,0.8287392854690552,7.0,6.0,0.5,0.0,0.54,0.7145655155181885,0.625,0.7145655155181885,0.8230769038200378,0.5,0.62,0.55,0,0.0,0.55,0.0,0.0,5.0,0.0,0.0
