Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Unpublished,Reference,Entry,Thing/Reference/Book,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Booklet,Reference,Entry,Thing/Reference/Book,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Mastersthesis,Reference,Entry,Thing/Reference/Book,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Proceedings,Reference,Entry,Thing/Reference/Book,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Manual,Reference,Entry,Thing/Reference/Book,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Incollection,Reference,Entry,Thing/Reference/Book,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Book,Inbook,Reference,Entry,Thing/Reference/Book,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Conference,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Entry,Institution,Thing,Thing/Organization/Institution/Publisher,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Article,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Inproceedings,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,TechReport,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Book,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Phdthesis,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Misc,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Unpublished,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Booklet,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Mastersthesis,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Proceedings,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Manual,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Incollection,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Publisher,Inbook,Institution,Entry,Thing/Organization/Institution/Publisher,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Conference,Thing,Entry,Thing/Date,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Entry,Thing,Thing,Thing/Date,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Article,Thing,Entry,Thing/Date,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Inproceedings,Thing,Entry,Thing/Date,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,TechReport,Thing,Entry,Thing/Date,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Book,Thing,Entry,Thing/Date,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Phdthesis,Thing,Entry,Thing/Date,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Misc,Thing,Entry,Thing/Date,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Unpublished,Thing,Entry,Thing/Date,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Booklet,Thing,Entry,Thing/Date,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Mastersthesis,Thing,Entry,Thing/Date,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Proceedings,Thing,Entry,Thing/Date,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Manual,Thing,Entry,Thing/Date,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Incollection,Thing,Entry,Thing/Date,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Date,Inbook,Thing,Entry,Thing/Date,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Conference,Reference,Entry,Thing/Reference/Part,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Entry,Reference,Thing,Thing/Reference/Part,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Article,Reference,Entry,Thing/Reference/Part,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Inproceedings,Reference,Entry,Thing/Reference/Part,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,TechReport,Reference,Entry,Thing/Reference/Part,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Book,Reference,Entry,Thing/Reference/Part,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Phdthesis,Reference,Entry,Thing/Reference/Part,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Misc,Reference,Entry,Thing/Reference/Part,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Unpublished,Reference,Entry,Thing/Reference/Part,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Booklet,Reference,Entry,Thing/Reference/Part,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Mastersthesis,Reference,Entry,Thing/Reference/Part,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Proceedings,Reference,Entry,Thing/Reference/Part,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Manual,Reference,Entry,Thing/Reference/Part,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Incollection,Reference,Entry,Thing/Reference/Part,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Part,Inbook,Reference,Entry,Thing/Reference/Part,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Conference,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Entry,Report,Thing,Thing/Reference/Report/Deliverable,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Article,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Inproceedings,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,TechReport,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Book,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Phdthesis,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Misc,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Unpublished,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Booklet,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Mastersthesis,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Proceedings,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Manual,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Incollection,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Deliverable,Inbook,Report,Entry,Thing/Reference/Report/Deliverable,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Conference,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Entry,Academic,Thing,Thing/Reference/Academic/PhdThesis,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Article,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Inproceedings,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,TechReport,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Book,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Phdthesis,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Misc,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Unpublished,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Booklet,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Mastersthesis,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Proceedings,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Manual,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Incollection,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,PhdThesis,Inbook,Academic,Entry,Thing/Reference/Academic/PhdThesis,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Conference,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Entry,Part,Thing,Thing/Reference/Part/InBook,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Article,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Inproceedings,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,TechReport,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Book,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Phdthesis,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Misc,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Unpublished,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Booklet,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Mastersthesis,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Proceedings,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Manual,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Incollection,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Incollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,InBook,Inbook,Part,Entry,Thing/Reference/Part/InBook,Thing/Entry/Inbook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Conference,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Conference,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Entry,Reference,Thing,Thing/Reference/Academic,Thing/Entry,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Article,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Inproceedings,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Inproceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,TechReport,Reference,Entry,Thing/Reference/Academic,Thing/Entry/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Book,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Phdthesis,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Phdthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Misc,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Unpublished,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Unpublished,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Booklet,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Booklet,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Mastersthesis,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Mastersthesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Proceedings,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Manual,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Manual,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,Academic,Incollection,Reference,Entry,Thing/Reference/Academic,Thing/Entry/Incollection,Class
