Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Report,Publication,Reference,Resource,Thing/Reference/Report,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Report,Proceedings,Reference,Publication,Thing/Reference/Report,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Report,MastersThesis,Reference,Publication,Thing/Reference/Report,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Report,Article,Reference,Publication,Thing/Reference/Report,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Report,Resource,Reference,Thing,Thing/Reference/Report,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Misc,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,TechReport,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,PhdThesis,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,InCollection,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,SoftCopy,Academic,Thing,Thing/Reference/Academic/PhdThesis,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,InProceedings,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,InBook,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Book,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Publication,Academic,Resource,Thing/Reference/Academic/PhdThesis,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Proceedings,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,MastersThesis,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Article,Academic,Publication,Thing/Reference/Academic/PhdThesis,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PhdThesis,Resource,Academic,Thing,Thing/Reference/Academic/PhdThesis,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Misc,List,Publication,Thing/List/PersonList,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,TechReport,List,Publication,Thing/List/PersonList,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,PhdThesis,List,Publication,Thing/List/PersonList,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,InCollection,List,Publication,Thing/List/PersonList,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,SoftCopy,List,Thing,Thing/List/PersonList,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,InProceedings,List,Publication,Thing/List/PersonList,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,InBook,List,Publication,Thing/List/PersonList,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Book,List,Publication,Thing/List/PersonList,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Publication,List,Resource,Thing/List/PersonList,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Proceedings,List,Publication,Thing/List/PersonList,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,MastersThesis,List,Publication,Thing/List/PersonList,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Article,List,Publication,Thing/List/PersonList,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,PersonList,Resource,List,Thing,Thing/List/PersonList,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Misc,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,TechReport,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,PhdThesis,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,InCollection,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,SoftCopy,Book,Thing,Thing/Reference/Book/Collection,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,InProceedings,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,InBook,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Book,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Publication,Book,Resource,Thing/Reference/Book/Collection,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Proceedings,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,MastersThesis,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Article,Book,Publication,Thing/Reference/Book/Collection,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Collection,Resource,Book,Thing,Thing/Reference/Book/Collection,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Misc,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,TechReport,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,PhdThesis,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,InCollection,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,SoftCopy,Institution,Thing,Thing/Organization/Institution/Publisher,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,InProceedings,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,InBook,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Book,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Publication,Institution,Resource,Thing/Organization/Institution/Publisher,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Proceedings,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,MastersThesis,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Article,Institution,Publication,Thing/Organization/Institution/Publisher,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Publisher,Resource,Institution,Thing,Thing/Organization/Institution/Publisher,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Misc,Reference,Publication,Thing/Reference/Informal,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,TechReport,Reference,Publication,Thing/Reference/Informal,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,PhdThesis,Reference,Publication,Thing/Reference/Informal,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,InCollection,Reference,Publication,Thing/Reference/Informal,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,SoftCopy,Reference,Thing,Thing/Reference/Informal,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,InProceedings,Reference,Publication,Thing/Reference/Informal,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,InBook,Reference,Publication,Thing/Reference/Informal,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Book,Reference,Publication,Thing/Reference/Informal,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Publication,Reference,Resource,Thing/Reference/Informal,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Proceedings,Reference,Publication,Thing/Reference/Informal,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,MastersThesis,Reference,Publication,Thing/Reference/Informal,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Article,Reference,Publication,Thing/Reference/Informal,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Informal,Resource,Reference,Thing,Thing/Reference/Informal,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Misc,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,TechReport,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,PhdThesis,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,InCollection,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,SoftCopy,Report,Thing,Thing/Reference/Report/Deliverable,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,InProceedings,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,InBook,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Book,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Publication,Report,Resource,Thing/Reference/Report/Deliverable,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Proceedings,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,MastersThesis,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Article,Report,Publication,Thing/Reference/Report/Deliverable,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Deliverable,Resource,Report,Thing,Thing/Reference/Report/Deliverable,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Misc,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,TechReport,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,PhdThesis,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,InCollection,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,SoftCopy,Institution,Thing,Thing/Organization/Institution/School,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,InProceedings,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,InBook,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Book,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Publication,Institution,Resource,Thing/Organization/Institution/School,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Proceedings,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,MastersThesis,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Article,Institution,Publication,Thing/Organization/Institution/School,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,School,Resource,Institution,Thing,Thing/Organization/Institution/School,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Misc,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,TechReport,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,PhdThesis,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,InCollection,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,SoftCopy,Book,Thing,Thing/Reference/Book/Proceedings,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,InProceedings,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,InBook,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Book,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Publication,Book,Resource,Thing/Reference/Book/Proceedings,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Proceedings,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,MastersThesis,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Article,Book,Publication,Thing/Reference/Book/Proceedings,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Proceedings,Resource,Book,Thing,Thing/Reference/Book/Proceedings,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Misc,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,TechReport,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,PhdThesis,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,InCollection,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,SoftCopy,Informal,Thing,Thing/Reference/Informal/Manual,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,InProceedings,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,InBook,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/InBook,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Book,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/Book,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Publication,Informal,Resource,Thing/Reference/Informal/Manual,Thing/Resource/Publication,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Proceedings,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/Proceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,MastersThesis,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/MastersThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Article,Informal,Publication,Thing/Reference/Informal/Manual,Thing/Publication/Article,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Manual,Resource,Informal,Thing,Thing/Reference/Informal/Manual,Thing/Resource,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,Misc,Thing,Publication,Thing/Journal,Thing/Publication/Misc,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,TechReport,Thing,Publication,Thing/Journal,Thing/Publication/TechReport,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,PhdThesis,Thing,Publication,Thing/Journal,Thing/Publication/PhdThesis,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,InCollection,Thing,Publication,Thing/Journal,Thing/Publication/InCollection,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,SoftCopy,Thing,Thing,Thing/Journal,Thing/SoftCopy,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,InProceedings,Thing,Publication,Thing/Journal,Thing/Publication/InProceedings,Class
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,Journal,InBook,Thing,Publication,Thing/Journal,Thing/Publication/InBook,Class
